curp,nombre,apellido_paterno,apellido_materno,fecha_nacimiento,edad,sexo,nivel_trabajo,casa,ahorros,cheques,credito_cantidad,credito_duracion,credito_proposito,riego
VANT281012,Terese,Vazquez,No,1928-10-12,90,M,3,renta,moderada,37857,44584,10,TV,malo
MAHI600305,Irene,Martinez,Hughes,1960-03-05,59,M,2,no,muy-grande,63165722,25364,3,carro,malo
SASN261226,Nathan,Salas,Swindle,1926-12-26,92,H,0,propia,pequena,1771,12818,11,equipo,malo
SICJ170224,Joyce,Shilkuski,Corona,1917-02-24,102,M,0,propia,moderada,16726,5814,3,otros,bueno
BAWL511027,Louise,Bardwell,Williams,1951-10-27,67,M,1,propia,pequena,6027,34943,23,carro,bueno
SISE700217,Ellen,Smith,Sanders,1970-02-17,49,M,1,no,pequena,8132,11740,8,negocios,malo
GORK270902,Kathryn,Glover,Reno,1927-09-02,91,M,2,renta,pequena,5276,44598,18,vacaciones,malo
GAHW711102,Warren,Gaskin,Houston,1971-11-02,47,H,3,renta,moderada,14106,19616,2,otros,malo
MAGC430801,Courtney,Mayo,Glenn,1943-08-01,75,M,0,no,muy-grande,32664321,39200,23,reparaciones,malo
COLL000624,Leslie,Cockrell,Long,1900-06-24,118,H,2,renta,alta,69329384,10801,22,reparaciones,bueno
TACS550913,Salvatore,Tapia,Cartagena,1955-09-13,63,H,3,propia,moderada,29627,45500,16,otros,bueno
LOJS960919,Stephen,Lloyd,Jackson,1996-09-19,22,H,0,renta,pequena,6876,12732,16,reparaciones,malo
JEPS190228,Selina,Jenkins,Potter,1919-02-28,100,M,0,no,pequena,1111,39315,2,vacaciones,bueno
MOWJ990905,Jillian,Morales,Willis,1999-09-05,19,M,3,propia,muy-grande,29975305,20019,10,reparaciones,bueno
SICT081122,Thomas,Strief,Clark,1908-11-22,110,H,1,propia,muy-grande,55855938,17629,14,radio,bueno
DAGD470318,Doris,Davis,Gause,1947-03-18,72,M,1,propia,moderada,22508,7004,7,equipo,bueno
AICL350530,Lola,Artis,Cover,1935-05-30,83,M,1,renta,muy-grande,42183547,15938,16,radio,malo
COAD780617,Donald,Crochet,Andren,1978-06-17,40,H,2,propia,alta,50850680,24514,22,linea blanca,bueno
PAKW990901,William,Prater,Keitsock,1999-09-01,19,H,3,no,alta,98129067,49300,2,carro,bueno
AIBR670731,Roger,Aldridge,Banter,1967-07-31,51,H,2,propia,alta,7401733,10924,21,reparaciones,bueno
NISC430614,Carole,Nichols,Smith,1943-06-14,75,M,2,no,alta,59097588,15370,2,linea blanca,malo
HOKT850824,Tiara,Hornback,Kimes,1985-08-24,33,M,3,renta,alta,66722682,31011,4,radio,malo
POPL091109,Laura,Pope,Pridgen,1909-11-09,109,M,1,no,pequena,5615,16088,19,muebles,malo
GAHJ890524,John,Garber,Hatfield,1989-05-24,29,H,0,renta,moderada,13006,13246,18,equipo,malo
CATC620719,Christopher,Calderon,Terrell,1962-07-19,56,H,3,propia,moderada,42535,281,3,linea blanca,malo
HAHR211120,Rosa,Hadnot,Hively,1921-11-20,97,M,2,renta,pequena,841,18603,14,carro,bueno
LADN440625,Nancy,Larsen,Dasher,1944-06-25,74,M,1,propia,alta,77475430,32158,5,radio,bueno
REFT150327,Thomas,Reisner,Ford,1915-03-27,104,H,1,propia,muy-grande,19410967,35522,22,reparaciones,malo
SEKS440910,Steven,Stevens,Kunkel,1944-09-10,74,H,2,renta,pequena,2772,31895,21,negocios,malo
GOHM550903,Martha,Godfrey,Hollister,1955-09-03,63,M,1,propia,pequena,4149,2493,2,negocios,bueno
POGB481006,Beatrice,Polk,Gonzalez,1948-10-06,70,M,2,no,moderada,48408,13637,12,otros,malo
NESJ751101,Jeffrey,Nelson,Sauls,1975-11-01,43,H,2,propia,muy-grande,97498717,45893,23,radio,malo
HUPA120203,Amanda,Hussey,Pessin,1912-02-03,107,M,2,no,moderada,32497,46500,2,negocios,bueno
NEWE050207,Eddie,Nelson,Williams,1905-02-07,114,H,0,renta,moderada,38768,35778,17,radio,bueno
JADM421213,Marcelino,Jarvis,Dawson,1942-12-13,76,H,3,renta,moderada,43207,15443,2,carro,bueno
TOWL910125,Linda,Thomas,Weyandt,1991-01-25,28,M,3,propia,pequena,8703,7075,5,vacaciones,malo
KETA220504,Ada,Key,Torres,1922-05-04,96,M,1,renta,alta,22788287,1979,17,educacion,malo
ROSB020718,Barbara,Robertson,Summers,1902-07-18,116,M,1,renta,muy-grande,52797052,5455,16,vacaciones,malo
GOKS741205,Susan,Gochenour,Kenny,1974-12-05,44,M,2,no,alta,55542299,41972,12,linea blanca,bueno
PEMC740921,Christopher,Perez,Maughan,1974-09-21,44,H,0,no,alta,89221472,27767,12,TV,malo
GUSD931128,Donna,Gunn,Salvage,1993-11-28,25,M,3,propia,alta,69253602,31545,17,equipo,malo
HESS540501,Sheila,Henderson,Surface,1954-05-01,64,M,2,renta,moderada,18417,45665,15,vacaciones,malo
LEWL650116,Luke,Lewis,Williams,1965-01-16,54,H,2,no,moderada,10199,17535,11,TV,bueno
FOBP930228,Peter,Foree,Ballard,1993-02-28,26,H,1,no,pequena,7918,29933,21,radio,bueno
GAHF610829,Floyd,Garcia,Hurst,1961-08-29,57,H,3,no,muy-grande,18454360,45131,6,carro,bueno
PEBA200830,Audrey,Peterson,Burman,1920-08-30,98,M,3,renta,muy-grande,31442305,31232,23,linea blanca,bueno
FEBC370326,Caitlin,French,Boling,1937-03-26,82,M,2,renta,alta,6551645,30650,6,TV,bueno
AESN290830,Nicole,Andrews,Solorzano,1929-08-30,89,M,0,no,alta,3541165,37054,7,vacaciones,malo
MOTC290724,Christopher,Montgomery,Thomas,1929-07-24,89,H,1,propia,alta,50420245,23441,24,vacaciones,bueno
WAWA881215,Alan,Warren,Wilson,1988-12-15,30,H,2,propia,moderada,13950,21511,13,negocios,bueno
WAJJ140416,John,Watters,Johnson,1914-04-16,105,H,2,propia,pequena,8243,9025,7,negocios,malo
EAOM950726,Michael,Evans,Outwater,1995-07-26,23,H,1,no,pequena,5453,26117,9,carro,malo
LELR340624,Robert,Leake,Lee,1934-06-24,84,H,1,renta,moderada,39607,35997,21,equipo,bueno
JOAP010216,Patrick,Jones,Acker,1901-02-16,118,H,0,propia,alta,31128333,22336,2,TV,bueno
RIWP130811,Pauline,Rimple,Wild,1913-08-11,105,M,1,propia,pequena,9336,1420,5,otros,malo
FALW210420,William,Francis,Leggett,1921-04-20,98,H,1,no,moderada,36595,31282,20,muebles,bueno
REET760107,Tom,Reyes,Eldridge,1976-01-07,43,H,3,propia,alta,33957598,736,10,otros,bueno
TIFJ470317,Joseph,Trinidad,Feeney,1947-03-17,72,H,1,propia,alta,37069453,2983,9,carro,bueno
LIRP920809,Paul,Li,Ramos,1992-08-09,26,H,2,propia,alta,12799915,45712,15,reparaciones,bueno
HEHT720714,Timothy,Hernandez,Hunt,1972-07-14,46,H,3,propia,alta,36342102,12573,21,radio,malo
DAFL500901,Lawrence,Daniels,Fannell,1950-09-01,68,H,0,no,alta,45433953,26573,5,reparaciones,bueno
BEPB410920,Barbara,Bellman,Pastrana,1941-09-20,77,M,1,propia,muy-grande,50331741,15,8,muebles,malo
AICR020328,Robert,Alicea,Collins,1902-03-28,117,H,0,propia,muy-grande,31735597,46635,12,muebles,bueno
BOLJ950312,Joseph,Bowers,Lawson,1995-03-12,24,H,0,no,pequena,1321,34729,8,radio,bueno
RAVR711208,Ronald,Ryan,Vasquez,1971-12-08,47,H,0,propia,pequena,5582,40542,4,carro,malo
FARG170911,George,Frank,Rockwell,1917-09-11,101,H,3,renta,alta,30376892,40119,2,educacion,bueno
SARF760417,Fatima,Sanchez,Rogers,1976-04-17,43,M,2,propia,moderada,28837,14277,6,educacion,malo
HIHS850206,Steven,Highland,Hampton,1985-02-06,34,H,3,propia,pequena,2177,39317,11,reparaciones,bueno
EIEA050223,Angela,Edlin,Evans,1905-02-23,114,M,3,renta,moderada,38245,38961,16,negocios,bueno
JOAJ580419,Jose,Johns,America,1958-04-19,61,H,3,propia,alta,86079195,41316,13,otros,malo
WIPG290127,Grant,Winward,Pax,1929-01-27,90,H,0,renta,muy-grande,33327294,35888,19,vacaciones,malo
BURG441220,Gloria,Burris,Roy,1944-12-20,74,M,1,propia,alta,59116432,48023,22,carro,malo
WAKK280426,Karrie,Whaley,Kelley,1928-04-26,91,M,0,no,moderada,16455,3459,24,otros,malo
AOHJ780131,Jamie,Ashton,Holloway,1978-01-31,41,M,3,renta,moderada,14493,42263,12,carro,malo
COSC791113,Catherine,Corona,Smith,1979-11-13,39,M,2,no,pequena,2508,48376,5,radio,bueno
CIED360314,Daniel,Crist,Echols,1936-03-14,83,H,1,propia,alta,51016299,44009,15,negocios,bueno
MAHM260615,Mary,Maddox,Howard,1926-06-15,92,M,0,renta,moderada,16942,36924,6,linea blanca,bueno
BEHS640612,Shanika,Brewer,Hill,1964-06-12,54,M,0,propia,alta,45010137,27039,9,vacaciones,bueno
COSE260612,Eleanor,Cobb,Slocum,1926-06-12,92,M,2,no,muy-grande,70931354,37580,21,vacaciones,bueno
JATF560426,Frederick,James,Terracina,1956-04-26,63,H,3,propia,alta,73860624,19480,2,equipo,malo
HOSD890301,Daniel,Horney,Slinkard,1989-03-01,30,H,3,no,alta,55423645,9925,23,educacion,malo
NIMJ760109,Judy,Nice,Miranda,1976-01-09,43,M,1,no,pequena,3391,2515,24,reparaciones,malo
BATC101107,Clemente,Blanchard,Taylor,1910-11-07,108,H,2,propia,alta,82085582,5124,4,TV,malo
JERJ880609,Jed,Jessen,Rawlings,1988-06-09,30,H,3,no,moderada,40457,3560,3,TV,bueno
HAJD961211,Darlene,Haas,Jacklin,1996-12-11,22,M,1,renta,alta,86931038,7022,17,vacaciones,malo
HASJ490125,John,Hahn,Smith,1949-01-25,70,H,0,propia,pequena,3143,16955,12,educacion,malo
MAZJ910801,John,Marshall,Zepeda,1991-08-01,27,H,0,no,pequena,6551,7556,19,TV,malo
LECE090714,Elene,Lee,Cooke,1909-07-14,109,M,2,propia,moderada,17333,40112,20,muebles,malo
RONJ401026,Joann,Roseberry,Newton,1940-10-26,78,M,2,renta,alta,51166452,17675,22,negocios,malo
HALL690101,Laine,Hancock,Leonard,1969-01-01,50,M,2,no,muy-grande,49970749,1295,5,negocios,bueno
DAFG860504,Guy,Davisson,Feinstein,1986-05-04,32,H,2,no,muy-grande,40190280,6111,7,reparaciones,bueno
LEWR161017,Ryan,Leaks,Winter,1916-10-17,102,H,3,renta,pequena,7355,26375,3,radio,malo
LALK840712,Keith,Lawrence,Lee,1984-07-12,34,H,3,renta,alta,21100155,30005,21,linea blanca,malo
WITK890617,Kimberly,Whitchurch,Thompson,1989-06-17,29,M,1,renta,alta,12938361,25254,14,equipo,malo
OUDT521004,Teresa,Ouellette,Donnelly,1952-10-04,66,M,2,renta,pequena,1767,22899,11,radio,malo
HASM850112,Marie,Hartry,Staten,1985-01-12,34,M,2,renta,muy-grande,14066897,47674,8,equipo,bueno
LASJ370306,James,Lara,Schmidt,1937-03-06,82,H,3,no,pequena,9677,28840,15,vacaciones,malo
WIHE450308,Eddie,Williams,Hobson,1945-03-08,74,H,2,no,muy-grande,87581928,25251,23,vacaciones,malo
NOBJ320820,Joshua,Noe,Bennett,1932-08-20,86,H,1,no,muy-grande,21295618,39197,17,radio,malo
PESR590209,Richard,Pettit,Satterfield,1959-02-09,60,H,0,no,pequena,354,34677,23,reparaciones,malo
JOLD260731,Dale,Johnson,Lewis,1926-07-31,92,H,2,propia,moderada,17889,4628,23,linea blanca,bueno
LABD971124,Donald,Lai,Brayboy,1997-11-24,21,H,3,propia,muy-grande,90923678,18102,11,equipo,bueno
BIMS070723,Sarah,Bingham,Mai,1907-07-23,111,M,2,propia,muy-grande,39849446,16361,7,linea blanca,malo
PEJK560817,Kevin,Perez,Jenkins,1956-08-17,62,H,0,renta,alta,42675867,9444,11,linea blanca,bueno
GADR760302,Robert,Gage,Demaria,1976-03-02,43,H,2,propia,pequena,506,6917,15,reparaciones,malo
TUPK480203,Kelsie,Turkus,Porter,1948-02-03,71,M,0,renta,moderada,26593,21827,15,muebles,bueno
ROWJ810417,James,Robles,Wheeler,1981-04-17,38,H,0,propia,alta,20241251,278,23,muebles,malo
PANK580217,Kathleen,Patel,Nash,1958-02-17,61,M,1,no,muy-grande,56147984,15801,11,educacion,malo
MADB800413,Bethany,Martin,Dawson,1980-04-13,39,M,2,propia,muy-grande,49053979,23341,13,TV,bueno
MEAA630117,Alan,Merrick,Auvil,1963-01-17,56,H,0,renta,alta,2374261,18958,20,equipo,bueno
HOSD550518,Donald,Holiday,Scott,1955-05-18,63,H,0,propia,alta,7898906,19887,17,reparaciones,bueno
WAKM870117,Misty,Watson,Kruchten,1987-01-17,32,M,0,no,pequena,2555,27579,4,equipo,malo
CAHS770901,Steven,Carrington,Herda,1977-09-01,41,H,3,no,moderada,41546,20459,17,radio,malo
MAAV400926,Vera,Macdonald,Abel,1940-09-26,78,M,3,no,alta,14158100,46395,18,radio,bueno
FAEL320210,Larry,Fabian,Edwards,1932-02-10,87,H,1,propia,alta,39715796,34848,21,reparaciones,bueno
AEFC730922,Corey,Anderson,Flores,1973-09-22,45,H,1,propia,alta,53456731,14392,5,reparaciones,bueno
PAWA880826,Ashley,Paulino,Wider,1988-08-26,30,M,3,propia,moderada,13288,16365,22,carro,malo
HAGJ260502,Jeffrey,Harvey,Gerry,1926-05-02,92,H,3,renta,pequena,9879,32749,7,radio,bueno
PAWB941110,Betty,Parker,Wirtz,1994-11-10,24,M,1,propia,moderada,28621,4376,10,reparaciones,bueno
SABJ600206,James,Savoy,Black,1960-02-06,59,H,2,propia,moderada,15570,39983,24,TV,bueno
FASC750409,Christina,Fashaw,Stiles,1975-04-09,44,M,2,renta,pequena,1017,1782,12,vacaciones,bueno
LATH910612,Henry,Lasala,Tate,1991-06-12,27,H,2,renta,muy-grande,43358533,23469,9,linea blanca,bueno
SAWE330315,Emily,Sato,Wright,1933-03-15,86,M,2,no,pequena,3092,2110,8,linea blanca,malo
CABC980406,Cathy,Carver,Boutwell,1998-04-06,21,M,0,no,muy-grande,75147493,28012,18,negocios,malo
HUDS320618,Shaquita,Hurley,Darby,1932-06-18,86,M,0,no,pequena,4190,16210,10,otros,malo
ZAVT050112,Terence,Zak,Valles,1905-01-12,114,H,3,renta,alta,35759256,11296,17,educacion,malo
MASC130605,Charlotte,Mahoney,Skaggs,1913-06-05,105,M,1,no,pequena,2914,10444,21,TV,bueno
HEGC740720,Carrie,Hedrick,Gil,1974-07-20,44,M,3,propia,pequena,8383,22912,19,otros,malo
SAMJ090115,Jack,Stanford,Morrissey,1909-01-15,110,H,0,no,moderada,29743,49902,6,muebles,bueno
WIKT180826,Tracy,Wiand,Kyle,1918-08-26,100,M,2,propia,alta,51424902,8961,18,vacaciones,bueno
GEDG571125,Gilbert,Green,Degroat,1957-11-25,61,H,2,propia,muy-grande,74363937,47614,4,reparaciones,malo
OAGS290617,Steven,Oland,Glover,1929-06-17,89,H,3,no,pequena,2912,16179,18,TV,bueno
OPR9608248,Robert,Orr,Powers,1996-08-24,22,H,0,propia,alta,45797156,44014,17,otros,malo
HAJD000420,Deborah,Harmon,Jacobson,1900-04-20,119,M,3,propia,muy-grande,92525183,42008,13,equipo,bueno
CAKP750617,Patricia,Channel,Krikorian,1975-06-17,43,M,2,no,alta,92029730,28373,8,vacaciones,bueno
HAWK280202,Katie,Harris,Winston,1928-02-02,91,M,0,no,alta,83706121,42675,4,radio,bueno
HUCJ070715,John,Hunt,Chan,1907-07-15,111,H,0,propia,moderada,36334,21218,11,vacaciones,malo
DEKG351211,Glenn,Deroche,Kendall,1935-12-11,83,H,1,no,pequena,814,31146,7,carro,bueno
NACD540322,Daniel,Nadeau,Cromer,1954-03-22,65,H,0,propia,moderada,49721,29642,9,negocios,malo
GEDT880620,Thomas,Green,Davis,1988-06-20,30,H,3,propia,muy-grande,28403509,14113,10,negocios,bueno
BULA800229,Ann,Burpo,Lozano,1980-02-29,39,M,1,no,muy-grande,88753153,26514,23,TV,malo
SASB910806,Betty,Smart,Sanchez,1991-08-06,27,M,3,no,muy-grande,8059203,7776,7,educacion,bueno
SEBH430719,Henry,Stevens,Bachman,1943-07-19,75,H,0,propia,moderada,26420,17963,9,muebles,malo
FISL020420,Lisa,Fincher,Sigman,1902-04-20,117,M,2,renta,pequena,809,12025,14,TV,malo
AEHS110817,Stewart,Albers,Hogan,1911-08-17,107,H,0,no,moderada,39667,43316,13,vacaciones,malo
EICR681113,Robert,Ellison,Chaffee,1968-11-13,50,H,0,no,moderada,32507,29271,16,radio,malo
MICN910807,Nikki,Mcwhirter,Curran,1991-08-07,27,M,2,no,moderada,20155,29899,12,vacaciones,malo
FILE400831,Eric,Fiore,Lever,1940-08-31,78,H,0,renta,muy-grande,18332108,21393,17,educacion,bueno
XIVD831018,David,Xie,Vega,1983-10-18,35,H,1,renta,pequena,4933,24332,4,carro,bueno
VAML180405,Lorraine,Vargas,Mcdonald,1918-04-05,101,M,1,no,muy-grande,7040528,9366,12,otros,bueno
BORJ960126,Joan,Bottorff,Roger,1996-01-26,23,M,0,renta,pequena,3036,22781,23,negocios,malo
ROBJ420320,James,Robinson,Bullinger,1942-03-20,77,H,2,propia,pequena,6136,38673,15,TV,bueno
AECV960627,Vernon,Allen,Corchado,1996-06-27,22,H,1,renta,alta,93580625,17750,13,otros,malo
SAVG950314,George,Salinas,Vandermeer,1995-03-14,24,H,0,no,moderada,32095,43516,6,muebles,malo
GUGL730905,Luis,Guzman,Gooch,1973-09-05,45,H,3,propia,muy-grande,34651049,46835,6,negocios,malo
HABI740625,Ina,Hardy,Ball,1974-06-25,44,M,2,no,muy-grande,37723605,8263,14,reparaciones,malo
TOLM760508,Martha,Thompson,Lord,1976-05-08,42,M,1,renta,pequena,6736,42996,15,radio,bueno
BAHM890601,Michael,Baldwin,Hardy,1989-06-01,29,H,1,propia,pequena,7230,20307,16,vacaciones,bueno
PELS870831,Stephanie,Peterson,Light,1987-08-31,31,M,3,no,pequena,1559,22158,22,otros,malo
JERJ961127,Jessie,Jeanbaptiste,Richardson,1996-11-27,22,H,3,propia,pequena,4995,42008,16,educacion,malo
HEGT260811,Thomas,Henderson,Garner,1926-08-11,92,H,3,renta,moderada,37437,21490,4,carro,bueno
MAMW610427,William,Mccarty,Mejia,1961-04-27,58,H,0,propia,moderada,17699,1268,10,vacaciones,malo
COMM940610,Michael,Cox,Moreta,1994-06-10,24,H,3,propia,pequena,2658,25885,8,carro,malo
LIDM030222,Maria,Lillibridge,Donelson,1903-02-22,116,M,0,propia,alta,26110662,11699,10,equipo,bueno
RIPJ241226,John,Rickman,Petitt,1924-12-26,94,H,0,no,alta,11789306,30535,18,reparaciones,malo
LUWL300708,Leslie,Lundholm,West,1930-07-08,88,M,1,propia,muy-grande,82832563,26378,13,vacaciones,bueno
ROGW960520,William,Rodriguez,Gordon,1996-05-20,22,H,3,no,muy-grande,3582745,10251,20,linea blanca,bueno
COTE650202,Esther,Collins,Thompson,1965-02-02,54,M,0,no,pequena,7091,13858,21,muebles,bueno
DUCH641201,Helen,Duttry,Cruz,1964-12-01,54,M,0,renta,alta,89822961,47939,5,carro,malo
BUBK850327,Kyung,Burchfield,Bradly,1985-03-27,34,M,3,no,alta,24959595,21836,4,vacaciones,bueno
YUAR130215,Ray,Yung,Akins,1913-02-15,106,H,3,renta,muy-grande,17116434,20820,10,carro,malo
LAWK001208,Kristin,Lafleur,Wilt,1900-12-08,118,M,1,renta,alta,21094743,18856,3,linea blanca,bueno
FIMT780609,Timothy,Filippini,Mcmullin,1978-06-09,40,H,1,propia,muy-grande,19344168,46836,6,carro,malo
GIKM830623,Maude,Giles,King,1983-06-23,35,M,2,no,muy-grande,75215440,17563,12,otros,malo
ROHS711118,Steven,Rodgers,Hefley,1971-11-18,47,H,3,no,moderada,24015,24409,4,TV,bueno
BAML741214,Larry,Bane,Morton,1974-12-14,44,H,2,propia,muy-grande,29515711,17567,9,radio,bueno
COBE510609,Erika,Coll,Battles,1951-06-09,67,M,3,renta,alta,53638530,39052,9,otros,malo
LOHS721025,Stephanie,Lockett,Henson,1972-10-25,46,M,3,no,moderada,31779,18691,8,equipo,bueno
BACL680414,Larry,Baker,Craig,1968-04-14,51,H,1,renta,moderada,25396,7546,9,educacion,bueno
LEHS100722,Salvatore,Leonard,Hooper,1910-07-22,108,H,2,no,pequena,2160,12664,8,radio,bueno
BUWY260312,Yang,Burch,Wagner,1926-03-12,93,M,3,no,pequena,3388,23295,24,equipo,bueno
CASN790227,Natalie,Camp,Strong,1979-02-27,40,M,2,renta,alta,96737243,6525,24,educacion,bueno
ROAW320616,William,Rodrigues,Arcuri,1932-06-16,86,H,3,renta,pequena,2611,12426,18,TV,bueno
BAHM550523,Mark,Brandon,Hamilton,1955-05-23,63,H,3,no,moderada,25477,36909,12,radio,bueno
WALS631207,Stephen,Wascher,Levine,1963-12-07,55,H,3,propia,moderada,23039,32597,23,negocios,bueno
BEDF330504,Frankie,Berg,Davis,1933-05-04,85,H,0,no,muy-grande,70325479,31929,19,carro,bueno
DIWM670311,Mark,Disalvo,Wojner,1967-03-11,52,H,0,renta,alta,8827163,7797,19,negocios,malo
GIDC520908,Christy,Gibson,Demora,1952-09-08,66,M,3,renta,moderada,28819,22135,22,educacion,bueno
SURC620913,Carolyn,Schluter,Riley,1962-09-13,56,M,3,propia,pequena,2608,19333,14,educacion,bueno
HEWR180117,Robert,Hernandez,Williams,1918-01-17,101,H,1,propia,alta,72289729,36439,5,TV,bueno
GACM341109,Matthew,Gardner,Cray,1934-11-09,84,H,1,no,muy-grande,29614905,28685,6,otros,malo
MEJL230206,Lorraine,Mems,Jones,1923-02-06,96,M,0,renta,muy-grande,56219610,2859,7,otros,bueno
GEGS440720,Scott,Green,Gregory,1944-07-20,74,H,2,propia,pequena,2863,36365,3,radio,malo
FIJD620629,Darlene,Fitzgerald,Jackson,1962-06-29,56,M,0,renta,muy-grande,49628870,26759,10,carro,bueno
MIGK420824,Karla,Mihalik,Goldstein,1942-08-24,76,M,1,propia,alta,80163445,49520,23,carro,bueno
LENR570925,Raymond,Lejeune,Nett,1957-09-25,61,H,1,propia,pequena,4357,34310,14,radio,bueno
SOKJ971116,Janie,Soderberg,Kaplan,1997-11-16,21,M,1,renta,muy-grande,98680011,28430,10,radio,malo
BOBT910930,Theresa,Bystron,Bergesen,1991-09-30,27,M,0,propia,moderada,40759,20349,24,equipo,bueno
SAPH090516,Hipolito,Shaw,Pearson,1909-05-16,109,H,3,no,muy-grande,79016050,5478,9,linea blanca,bueno
CASP180911,Paul,Carpenter,Sherman,1918-09-11,100,H,0,no,moderada,39337,17711,9,TV,bueno
KIBM630807,Mary,Klinger,Brooks,1963-08-07,55,M,3,no,moderada,23888,3222,8,reparaciones,bueno
SAJC801004,Cordia,Sanchez,Jones,1980-10-04,38,M,3,no,moderada,11928,49252,21,educacion,malo
JOBD391213,Debra,Jones,Brotherson,1939-12-13,79,M,1,no,moderada,21244,14840,17,negocios,malo
HIRJ940203,Jan,Higginbotham,Reyes,1994-02-03,25,M,1,renta,pequena,4573,32429,10,educacion,bueno
MEEE001003,Edward,Merrill,Edwards,1900-10-03,118,H,3,no,alta,89400532,43928,24,carro,bueno
FIPL690602,Linda,Fischer,Palmer,1969-06-02,49,M,3,no,pequena,1734,24703,7,educacion,bueno
COVR601003,Randy,Crockett,Vandermeer,1960-10-03,58,H,2,propia,alta,94803165,49737,10,educacion,malo
RIRI710210,Ian,Rios,Rall,1971-02-10,48,H,3,no,muy-grande,79891118,32663,14,linea blanca,bueno
WIMB040906,Benny,Winters,Musial,1904-09-06,114,H,3,no,pequena,9623,26971,4,carro,bueno
AADJ880206,James,Adams,Delaughter,1988-02-06,31,H,2,no,alta,67088736,17896,16,educacion,malo
DAHK181217,Kelli,Davenport,Harvey,1918-12-17,100,M,1,propia,moderada,20481,33215,13,linea blanca,malo
COCC690728,Charles,Colon,Cain,1969-07-28,49,H,2,propia,muy-grande,53669090,44202,22,otros,malo
SEES240519,Sue,Steed,Ellis,1924-05-19,94,M,0,no,moderada,17852,20898,21,radio,malo
ZICK850715,Kevin,Zito,Colella,1985-07-15,33,H,2,propia,alta,71452819,28096,23,linea blanca,malo
CETL401016,Lue,Cheek,Truman,1940-10-16,78,M,1,no,alta,97581228,33201,18,muebles,malo
JOPG311129,Gregg,Johnston,Perrin,1931-11-29,87,H,3,no,alta,74842294,13908,21,carro,malo
FIPM430122,Maryann,Fisher,Pugh,1943-01-22,76,M,2,no,alta,95539845,24443,23,muebles,malo
MAFR710409,Roger,Madrigal,Flagge,1971-04-09,48,H,0,renta,alta,20601471,47582,24,vacaciones,malo
LISM460122,Monica,Lilly,Sudderth,1946-01-22,73,M,0,renta,moderada,17469,44858,21,negocios,bueno
IEHI730922,Inez,Ingersoll,Horan,1973-09-22,45,M,1,renta,moderada,38646,46972,9,TV,malo
HAWK121017,Kathryn,Harper,Wingard,1912-10-17,106,M,3,no,pequena,3749,34041,21,vacaciones,malo
LUHC430313,Carla,Lueck,Halsema,1943-03-13,76,M,1,renta,muy-grande,81580122,35687,24,vacaciones,bueno
WAWS250926,Sally,Wallace,Wolfert,1925-09-26,93,M,0,renta,pequena,4560,47068,16,vacaciones,malo
SULS070313,Selina,Sullivan,Lott,1907-03-13,112,M,0,renta,pequena,8917,39875,8,reparaciones,malo
SARG141104,Gladys,Stamdifer,Rangel,1914-11-04,104,M,3,propia,moderada,13271,33536,23,TV,bueno
MAWJ430314,Josephine,Mayo,Wass,1943-03-14,76,M,3,propia,muy-grande,55199888,12792,10,equipo,bueno
REHM970906,Margaret,Reed,Hobden,1997-09-06,21,M,0,renta,moderada,31716,27529,7,educacion,bueno
MAPP641118,Pamela,Mankin,Parker,1964-11-18,54,M,2,no,alta,50949596,5671,2,educacion,malo
LUHL890823,Lawrence,Lundy,Henry,1989-08-23,29,H,2,propia,moderada,20230,1970,4,otros,malo
PESM040721,Mike,Pealer,Smith,1904-07-21,114,H,1,renta,moderada,35847,13893,20,equipo,bueno
TATG910412,Gary,Thacker,Tracy,1991-04-12,28,H,1,propia,muy-grande,22931026,29907,23,radio,malo
JAHH670128,Helen,James,Hilliard,1967-01-28,52,M,3,no,alta,20838253,8967,22,radio,bueno
POBS210123,Sherman,Powell,Brown,1921-01-23,98,H,0,renta,pequena,5861,25052,10,radio,bueno
SIMA100315,Annie,Skidmore,Mckinney,1910-03-15,109,M,1,renta,alta,3752309,23311,6,equipo,malo
